Major,Year,Term,Course Name,track_year,unique_id
Electrical Engineering,Third Year,First Semester,ECE 385,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Third Year,Second Semester,ECE 340,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Third Year,First Semester,ECE 415,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Third Year,Second Semester,ECE 447,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Third Year,First Semester,ECE 530,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Third Year,Second Semester,ECE 498,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Third Year,First Semester,CMN 232,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Third Year,Second Semester,LER 590,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,First Semester,ECE 586,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,Second Semester,ECE 445,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,First Semester,ECE 467,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,Second Semester,ECE 520,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,First Semester,ECE 403,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,Second Semester,ECE 205,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,First Semester,CHBE 321,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,Second Semester,ECE 408,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,Fourth Year,First Semester,LLS 246,2018,9ed2f85b-38cb-4a7f-886a-12c34462ecc1
Electrical Engineering,First Year,First Semester,ECE 110,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,Second Semester,ECE 120,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,First Semester,MATH 221,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,Second Semester,MATH 231,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,First Semester,CHEM 102,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,Second Semester,PHYS 211,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,First Semester,CHEM 103,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,Second Semester,ECE 205,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,First Semester,ENG 100,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,Second Semester,HUM,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,First Semester,SOC,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,First Semester,ECE 220,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,Second Semester,ECE 210,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,First Semester,MATH 241,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,Second Semester,MATH 285,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,First Semester,PHYS 212,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,Second Semester,PHYS 213,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,First Semester,MATH 257,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,Second Semester,PHYS 214,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,First Semester,SCAN 225,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Second Year,Second Semester,EPOL 380,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,First Semester,ECE 329,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,Second Semester,ECE 313,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,First Semester,ECE 385,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,Second Semester,ECE 340,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,First Semester,ECE 558,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,Second Semester,ECE 374,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,First Semester,ECE 496,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,Second Semester,ECE 314,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,First Semester,MDVL 216,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Third Year,Second Semester,ESL 512,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,First Semester,ECE 310,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,Second Semester,ECE 445,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,First Semester,ECE 493,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,Second Semester,ECE 453,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,First Semester,ECE 428,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,Second Semester,ECE 487,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,First Semester,CI 404,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,Second Semester,MSE 499,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,Fourth Year,First Semester,GWS 361,2019,e659ce4e-bfbb-4a3d-895e-de057ff3711f
Electrical Engineering,First Year,First Semester,ECE 110,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,Second Semester,ECE 120,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,First Semester,MATH 221,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,Second Semester,MATH 231,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,First Semester,CHEM 102,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,Second Semester,PHYS 211,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,First Semester,CHEM 103,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,Second Semester,ENGL 402,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,First Semester,ENG 100,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,Second Semester,HUM,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,First Semester,SOC,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,First Semester,ECE 220,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,Second Semester,ECE 210,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,First Semester,MATH 241,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,Second Semester,MATH 285,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,First Semester,PHYS 212,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,Second Semester,PHYS 213,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,First Semester,MATH 257,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,Second Semester,PHYS 214,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,First Semester,REL 120,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Second Year,Second Semester,GEOL 100,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,First Semester,ECE 329,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,Second Semester,ECE 313,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,First Semester,ECE 385,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,Second Semester,ECE 340,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,First Semester,ECE 391,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,Second Semester,ECE 599,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,First Semester,ECE 535,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,Second Semester,ECE 374,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,First Semester,THEA 323,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Third Year,Second Semester,IE 400,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,First Semester,ECE 206,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,Second Semester,ECE 445,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,First Semester,ECE 343,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,Second Semester,ECE 411,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,First Semester,ECE 211,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,Second Semester,ECE 451,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,First Semester,HNDI 404,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,Second Semester,PSYC 598,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,Fourth Year,First Semester,PHIL 101,2020,76545e5b-d088-4005-89c5-95b5d4a763c3
Electrical Engineering,First Year,First Semester,ECE 110,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,Second Semester,ECE 120,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,First Semester,MATH 221,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,Second Semester,MATH 231,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,First Semester,CHEM 102,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,Second Semester,PHYS 211,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,First Semester,CHEM 103,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,Second Semester,PSYC 144,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,First Semester,ENG 100,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,Second Semester,HUM,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,First Semester,SOC,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,First Semester,ECE 220,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,Second Semester,ECE 210,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,First Semester,MATH 241,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,Second Semester,MATH 285,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,First Semester,PHYS 212,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,Second Semester,PHYS 213,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,First Semester,MATH 257,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,Second Semester,PHYS 214,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,First Semester,ACE 251,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Second Year,Second Semester,GWS 215,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,First Semester,ECE 329,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,Second Semester,ECE 313,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,First Semester,ECE 385,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,Second Semester,ECE 340,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,First Semester,ECE 437,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,Second Semester,ECE 391,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,First Semester,ECE 491,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,Second Semester,ECE 590,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,First Semester,PS 101,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Third Year,Second Semester,GEOG 599,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,First Semester,ECE 470,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,Second Semester,ECE 445,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,First Semester,ECE 444,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,Second Semester,ECE 374,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,First Semester,ECE 448,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,Second Semester,ECE 443,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,First Semester,MATH 499,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,Second Semester,ENG 101,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,Fourth Year,First Semester,EALC 122,2021,0928f285-3fb7-4e13-94a0-c6cc0e983769
Electrical Engineering,First Year,First Semester,ECE 110,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,Second Semester,ECE 120,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,First Semester,MATH 221,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,Second Semester,MATH 231,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,First Semester,CHEM 102,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,Second Semester,PHYS 211,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,First Semester,CHEM 103,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,Second Semester,SE 101,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,First Semester,ENG 100,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,Second Semester,HUM,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,First Semester,SOC,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,First Semester,ECE 220,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,Second Semester,ECE 210,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,First Semester,MATH 241,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,Second Semester,MATH 285,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,First Semester,PHYS 212,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,Second Semester,PHYS 213,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,First Semester,MATH 257,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,Second Semester,PHYS 214,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,First Semester,CWL 227,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Second Year,Second Semester,ENGL 109,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,First Semester,ECE 329,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,Second Semester,ECE 313,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,First Semester,ECE 385,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,Second Semester,ECE 340,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,First Semester,ECE 374,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,Second Semester,ECE 310,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,First Semester,ECE 486,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,Second Semester,ECE 444,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,First Semester,MACS 207,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Third Year,Second Semester,PHYS 401,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,First Semester,ECE 549,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,Second Semester,ECE 445,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,First Semester,ECE 442,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,Second Semester,ECE 398,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,First Semester,ECE 598,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,Second Semester,ECE 513,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,First Semester,CHLH 469,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,Second Semester,FSHN 345,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,Fourth Year,First Semester,ENGL 286,2022,0c2b29d4-f6e9-4d28-bc64-668018dc8082
Electrical Engineering,First Year,First Semester,ECE 110,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,Second Semester,ECE 120,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,First Semester,MATH 221,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,Second Semester,MATH 231,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,First Semester,CHEM 102,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,Second Semester,PHYS 211,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,First Semester,CHEM 103,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,Second Semester,ACCY 312,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,First Semester,ENG 100,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,Second Semester,HUM,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
Electrical Engineering,First Year,First Semester,SOC,2023,2dde46c4-9cac-4dc4-8a53-3129a9ce73c0
